account_id,age,gender,amount,duration,payments,status,popul,average_salary,unemployment_96 / 100,entrepreneur_per_1000,crimes_96 / popul,card_type,month_outcome,month_income
9201,37,f,122472,24,5103.00,C,42821,8173,0.070100,124,0.0317,no,10174.288525,11753.457377
9208,29,m,82128,24,3422.00,C,45714,8843,0.036000,113,0.0194,no,3418.481159,5748.876812
9225,24,m,164256,48,3422.00,C,75637,9622,0.005900,154,0.0467,no,6020.509804,7992.986275
9227,32,f,191580,60,3193.00,C,121947,8541,0.029700,131,0.0315,no,423.977778,698.052381
9235,55,f,83280,48,1735.00,C,114006,9065,0.053900,123,0.0365,classic,6482.272000,7303.196000
9236,32,m,86616,12,7218.00,A,75637,9622,0.005900,154,0.0467,no,1936.363636,5323.018182
9241,45,m,285240,60,4754.00,C,323870,10673,0.054400,100,0.0566,no,3736.573585,5445.192453
9242,17,f,23184,12,1932.00,A,161954,8720,0.045000,116,0.0225,no,1189.437500,2074.879167
9263,32,f,39576,12,3298.00,A,228848,9893,0.047200,96,0.0257,no,3713.811538,4651.559615
9265,14,f,39576,12,3298.00,A,105058,9272,0.032200,118,0.0429,junior,25771.011111,27098.855556
9307,20,m,41904,12,3492.00,A,285387,10177,0.077500,81,0.0354,no,19867.700000,25007.340000
9337,34,f,52128,24,2172.00,A,75637,9622,0.005900,154,0.0467,classic,8222.047059,14326.394118
9353,58,m,188616,24,7859.00,C,108871,8444,0.034700,106,0.0212,no,3612.524528,5175.415094
9377,31,f,99936,24,4164.00,C,1204953,12541,0.004300,167,0.0822,classic,9899.243137,12225.056863
9403,50,f,120888,36,3358.00,A,1204953,12541,0.004300,167,0.0822,no,19288.947368,24866.294737
9422,55,f,86184,12,7182.00,A,285387,10177,0.077500,81,0.0354,classic,5437.173333,8190.544444
9424,19,f,83628,36,2323.00,C,387570,9897,0.019600,140,0.0482,no,1524.432727,2285.869091
9433,41,m,44640,24,1860.00,C,108871,8444,0.034700,106,0.0212,no,3011.179710,3562.537681
9455,46,m,374760,60,6246.00,C,182027,8746,0.037400,90,0.0244,no,8541.796721,10245.078689
9472,23,m,36396,12,3033.00,A,127369,8369,0.058800,107,0.0220,no,32133.250000,33909.882143
9491,18,m,225504,48,4698.00,C,94725,9920,0.028700,130,0.0512,junior,14074.815385,16957.689231
9493,30,f,188688,48,3931.00,C,197099,9624,0.023100,145,0.0216,no,2228.675000,4106.293750
9494,48,f,116832,12,9736.00,A,103347,9104,0.020700,123,0.0228,no,2283.326531,2706.573469
9504,47,m,341280,60,5688.00,C,81344,8899,0.039700,149,0.0306,classic,8254.628000,11187.970000
9510,35,m,228276,36,6341.00,C,1204953,12541,0.004300,167,0.0822,no,978.578261,2146.143478
9513,46,f,18324,12,1527.00,A,108871,8444,0.034700,106,0.0212,no,5682.870370,6261.327778
9548,30,m,46176,48,962.00,C,145688,8544,0.018600,109,0.0199,no,1163.326087,2005.176087
9560,26,f,157068,36,4363.00,C,1204953,12541,0.004300,167,0.0822,no,1435.483871,2058.632258
9583,25,f,104712,24,4363.00,A,51313,8930,0.042000,108,0.0283,no,14107.885714,18974.837143
9591,50,m,104712,24,4363.00,A,323870,10673,0.054400,100,0.0566,no,35641.970370,42778.537037
9627,25,m,244368,48,5091.00,C,114200,8403,0.057200,105,0.0238,no,35544.117647,39086.891176
9631,39,m,59448,24,2477.00,C,75637,9622,0.005900,154,0.0467,no,3075.434483,5005.882759
9633,44,m,59448,24,2477.00,D,285387,10177,0.077500,81,0.0354,no,8954.435849,12550.854717
9640,57,m,76416,24,3184.00,A,1204953,12541,0.004300,167,0.0822,no,18682.283333,21061.366667
9645,32,f,176148,36,4893.00,C,85852,8965,0.082300,104,0.0329,no,2136.585366,3443.724390
9646,29,m,279072,48,5814.00,C,1204953,12541,0.004300,167,0.0822,no,7626.031746,8582.606349
9656,53,f,139536,24,5814.00,A,117897,8814,0.057400,107,0.0175,no,35727.765517,41748.868966
9673,53,m,88200,36,2450.00,C,127369,8369,0.058800,107,0.0220,no,2661.302941,4012.164706
9677,57,m,31620,60,527.00,C,112065,11277,0.014400,127,0.0445,no,1930.562264,2418.866038
9730,57,f,116040,60,1934.00,C,387570,9897,0.019600,140,0.0482,no,1140.214545,1732.301818
9731,24,m,113796,36,3161.00,A,387570,9897,0.019600,140,0.0482,no,5023.411765,7333.650000
9750,18,m,151728,48,3161.00,D,323870,10673,0.054400,100,0.0566,no,4547.408000,9979.988000
9790,53,m,133968,48,2791.00,C,139012,8363,0.034900,108,0.0201,classic,7386.433333,9761.661905
9814,24,f,96168,12,8014.00,A,197099,9624,0.023100,145,0.0216,gold,12013.181818,13993.788636
9828,56,m,126600,24,5275.00,A,162580,9538,0.018100,111,0.0333,no,23350.474074,29463.096296
9833,25,f,97632,12,8136.00,A,103347,9104,0.020700,123,0.0228,no,27003.062500,32204.012500
9859,33,f,300600,60,5010.00,C,67298,8561,0.012900,110,0.0167,classic,5281.978182,7955.981818
9869,14,m,331560,60,5526.00,C,88884,8507,0.018500,132,0.0301,junior,15832.092308,17677.938462
9897,34,m,36168,12,3014.00,A,1204953,12541,0.004300,167,0.0822,no,3347.475000,4354.318750
9928,24,f,89340,60,1489.00,C,110643,8441,0.044800,115,0.0204,no,1886.348837,2868.383721
10001,22,f,19044,36,529.00,C,122603,8991,0.020100,128,0.0430,no,4824.557143,6019.023810
10005,19,m,210744,36,5854.00,C,197099,9624,0.023100,145,0.0216,no,4170.421212,4812.892424
10019,31,m,194940,36,5415.00,C,112065,11277,0.014400,127,0.0445,no,12176.709091,13488.970455
10022,53,f,218064,48,4543.00,C,1204953,12541,0.004300,167,0.0822,classic,2451.496667,3667.148333
10049,53,m,91632,12,7636.00,A,74062,8114,0.026200,119,0.0159,no,1982.664000,2281.264000
10063,38,m,233424,36,6484.00,C,149893,9753,0.050500,109,0.0393,no,5823.433962,6714.918868
10065,51,f,311232,48,6484.00,C,127369,8369,0.058800,107,0.0220,classic,17087.839286,20613.808929
10068,41,m,77808,12,6484.00,A,1204953,12541,0.004300,167,0.0822,no,2050.811111,3119.300000
10079,24,f,167100,60,2785.00,C,145688,8544,0.018600,109,0.0199,classic,32576.400000,39052.346667
10093,22,m,231696,36,6436.00,A,1204953,12541,0.004300,167,0.0822,no,16308.121212,20999.693939
10105,29,m,121896,24,5079.00,A,157042,8743,0.024300,111,0.0248,no,26259.547368,33482.610526
10131,34,m,215388,36,5983.00,B,119895,10446,0.094000,90,0.0396,no,1906.250000,3822.681250
10134,28,m,136368,24,5682.00,C,58400,8620,0.012500,100,0.0191,no,6975.543333,7840.526667
10148,32,f,22104,12,1842.00,C,125236,9675,0.076800,100,0.0414,no,2432.836667,3088.041667
10202,33,f,305424,48,6363.00,C,285387,10177,0.077500,81,0.0354,no,6416.611321,7913.656604
10215,30,m,44304,24,1846.00,C,85852,8965,0.082300,104,0.0329,no,2455.448980,3403.328571
10233,50,m,239160,60,3986.00,C,67298,8561,0.012900,110,0.0167,no,5570.903846,6948.805769
10243,42,m,113436,36,3151.00,C,105606,8254,0.037600,97,0.0220,classic,11859.500000,14428.008824
10257,33,f,37812,12,3151.00,C,67298,8561,0.012900,110,0.0167,no,11772.544118,14261.279412
10266,35,m,75624,24,3151.00,B,387570,9897,0.019600,140,0.0482,no,12109.090909,15923.181818
10280,35,f,348120,60,5802.00,C,42821,8173,0.070100,124,0.0317,classic,6140.962712,8614.074576
10297,43,m,421008,48,8771.00,C,177686,10045,0.017100,135,0.0354,classic,4292.717391,4970.284783
10320,14,m,259740,60,4329.00,A,228848,9893,0.047200,96,0.0257,no,7019.454545,13130.318182
10345,29,m,31260,12,2605.00,C,159617,9198,0.042800,131,0.0384,no,4121.370000,4353.575000
10351,36,f,88704,48,1848.00,C,87419,8624,0.026600,102,0.0366,no,3470.056000,3738.680000
10361,57,f,86880,12,7240.00,A,103347,9104,0.020700,123,0.0228,classic,7896.267925,9477.556604
10364,33,m,21924,36,609.00,A,157042,8743,0.024300,111,0.0248,no,10950.300000,15858.650000
10365,47,f,260640,36,7240.00,D,58400,8620,0.012500,100,0.0191,no,5371.995833,5755.758333
10404,28,m,194280,60,3238.00,C,1204953,12541,0.004300,167,0.0822,classic,5507.677419,6001.854839
10411,32,m,123408,24,5142.00,A,119895,10446,0.094000,90,0.0396,gold,3914.723404,4092.536170
10436,57,m,54396,36,1511.00,C,110643,8441,0.044800,115,0.0204,no,595.786364,1418.713636
10439,41,m,151560,24,6315.00,A,125832,8512,0.041200,102,0.0167,gold,9797.835294,14574.076471
10440,48,m,60000,60,1000.00,C,77917,8390,0.028900,132,0.0272,no,5581.940000,6144.550000
10445,42,m,23412,12,1951.00,C,226122,8994,0.047900,110,0.0407,classic,7971.050000,8847.158333
10451,18,f,482940,60,8049.00,D,1204953,12541,0.004300,167,0.0822,no,11074.982609,11876.691304
10478,39,f,267600,48,5575.00,C,285387,10177,0.077500,81,0.0354,no,11708.833333,12270.015000
10493,56,m,133800,24,5575.00,C,107870,8754,0.043100,137,0.0359,no,5805.826230,7558.950820
10520,26,m,417600,60,6960.00,C,157042,8743,0.024300,111,0.0248,gold,2327.659574,3575.297872
10613,33,m,249792,48,5204.00,C,157042,8743,0.024300,111,0.0248,classic,3771.238806,5366.277612
10630,39,m,198240,24,8260.00,A,118650,9832,0.044800,114,0.0461,no,1472.517241,2691.282759
10644,19,f,269964,36,7499.00,C,93931,8427,0.015400,107,0.0204,junior,6978.864615,9049.307692
10645,18,f,208332,36,5787.00,C,88884,8507,0.018500,132,0.0301,no,13354.006061,14625.684848
10650,47,m,196224,48,4088.00,C,127369,8369,0.058800,107,0.0220,gold,3706.075410,5028.693443
10652,19,f,45720,12,3810.00,C,1204953,12541,0.004300,167,0.0822,no,5423.428125,6636.348438
10663,18,m,260028,36,7223.00,A,75637,9622,0.005900,154,0.0467,classic,25903.430303,31585.796970
10679,34,f,197808,24,8242.00,C,1204953,12541,0.004300,167,0.0822,classic,3164.912281,3934.791228
10711,59,m,24180,60,403.00,C,159617,9198,0.042800,131,0.0384,no,5553.054237,7063.589831
10728,39,m,154656,48,3222.00,C,161227,8678,0.055700,102,0.0285,no,6505.684211,8281.281579
10738,57,m,115992,36,3222.00,A,51313,8930,0.042000,108,0.0283,classic,14214.260870,17367.282609
10762,37,m,68832,36,1912.00,C,1204953,12541,0.004300,167,0.0822,no,4129.490909,5300.872727
10774,56,f,339168,48,7066.00,C,112709,8369,0.023100,117,0.0232,no,1226.047619,1681.249206
10788,17,f,45768,12,3814.00,A,226122,8994,0.047900,110,0.0407,no,2578.947368,5443.557895
10789,53,m,45768,12,3814.00,A,138032,8819,0.056600,99,0.0326,no,11928.962712,14491.896610
10799,21,m,31140,60,519.00,C,127369,8369,0.058800,107,0.0220,no,681.630303,1236.589394
10807,61,m,67464,12,5622.00,A,125236,9675,0.076800,100,0.0414,no,7222.044000,8821.572000
10812,56,m,140688,48,2931.00,C,93931,8427,0.015400,107,0.0204,no,6232.196875,7675.957813
10857,41,m,385560,60,6426.00,D,102609,8187,0.054500,94,0.0208,no,3887.717241,4067.284483
10884,53,m,113544,36,3154.00,C,114200,8403,0.057200,105,0.0238,no,5449.735135,6372.759459
10905,39,m,57120,48,1190.00,C,105058,9272,0.032200,118,0.0429,classic,1091.334545,1868.827273
10911,40,m,131292,36,3647.00,A,1204953,12541,0.004300,167,0.0822,no,17088.333333,19120.966667
10915,46,f,152460,60,2541.00,C,88757,8554,0.026800,113,0.0250,no,3950.107692,4190.656923
10940,23,f,197748,36,5493.00,A,53921,8598,0.032600,123,0.0348,no,7130.769231,10461.123077
10942,39,f,314520,60,5242.00,C,105606,8254,0.037600,97,0.0220,no,28204.666667,30642.033333
10954,36,m,18720,60,312.00,C,88757,8554,0.026800,113,0.0250,classic,1455.262745,2324.050980
10963,43,m,115812,36,3217.00,C,93931,8427,0.015400,107,0.0204,no,14979.748936,17963.921277
10973,24,f,154416,48,3217.00,A,70699,8968,0.033500,131,0.0270,no,11335.555556,20282.644444
11013,14,m,274740,60,4579.00,A,86513,8288,0.045200,110,0.0169,junior,29401.750000,34540.887500
11021,18,m,168984,24,7041.00,B,1204953,12541,0.004300,167,0.0822,no,31791.069231,35413.196154
11027,39,m,48096,24,2004.00,C,105058,9272,0.032200,118,0.0429,no,2224.385965,3873.700000
11042,21,m,217152,36,6032.00,A,226122,8994,0.047900,110,0.0407,classic,8997.245714,10918.371429
11054,19,m,148920,60,2482.00,C,108871,8444,0.034700,106,0.0212,no,2115.767442,3000.851163
11065,52,m,69360,48,1445.00,A,112709,8369,0.023100,117,0.0232,no,9755.647059,12030.064706
11069,33,f,119136,48,2482.00,C,114006,9065,0.053900,123,0.0365,no,6575.548000,8456.342000
11079,26,m,98304,12,8192.00,A,93931,8427,0.015400,107,0.0204,classic,15927.250980,19110.364706
11096,42,f,213300,60,3555.00,C,72541,8594,0.020100,112,0.0210,no,2291.992453,3003.628302
11111,30,f,108144,36,3004.00,A,108871,8444,0.034700,106,0.0212,no,30416.966667,32243.750000
11135,34,m,182628,36,5073.00,A,138032,8819,0.056600,99,0.0326,no,2214.285714,5475.778571
11138,32,m,89880,24,3745.00,A,285387,10177,0.077500,81,0.0354,classic,4901.666667,5987.208333
11141,21,f,44940,12,3745.00,A,1204953,12541,0.004300,167,0.0822,classic,3154.736842,5246.263158
11186,15,f,392460,60,6541.00,C,107870,8754,0.043100,137,0.0359,junior,17240.951111,21060.511111
11231,49,m,89280,12,7440.00,A,1204953,12541,0.004300,167,0.0822,no,5455.007018,7493.564912
11244,49,f,155760,24,6490.00,C,133777,8705,0.076100,116,0.0363,no,7406.691525,9989.559322
11265,20,m,52788,12,4399.00,A,58796,9045,0.036000,124,0.0320,no,8669.475000,11298.100000
11271,25,m,67320,36,1870.00,C,95616,9307,0.044300,118,0.0318,no,4129.512500,4541.133333
11317,23,m,317460,60,5291.00,C,102609,8187,0.054500,94,0.0208,no,13609.520000,15413.655714
11327,19,f,39168,24,1632.00,C,94725,9920,0.028700,130,0.0512,no,2710.964706,3624.483824
11328,45,f,280440,60,4674.00,C,387570,9897,0.019600,140,0.0482,no,5541.196970,6772.762121
11349,49,f,419880,60,6998.00,C,1204953,12541,0.004300,167,0.0822,no,6287.454545,7036.075758
11359,28,m,54024,12,4502.00,A,117897,8814,0.057400,107,0.0175,classic,14315.972093,15184.474419
11362,34,f,129408,24,5392.00,A,106054,8110,0.065500,109,0.0290,no,4922.157447,5437.042553
